review_id,product_id,product_name,rating,content,timestamp,is_verified,Polarity,Subjectivity,Sentiment,year_month,ym_str
R0001205,B09GJVTRNZ,JBL Flip 6,4.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2023-08-03,1,0.4229761904761905,0.6285714285714286,Positive,2023-08,2023Q3
R0001206,B09GJVTRNZ,JBL Flip 6,5.0,"Fantastic speaker! Excellent sound, strong bass, clear highs, and it connects instantly. The waterproofing is a great bonus.",2022-10-04,1,0.38541666666666663,0.6666666666666666,Positive,2022-10,2022Q4
R0001207,B09GJVTRNZ,JBL Flip 6,5.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2022-11-23,1,0.5347222222222222,0.7055555555555556,Positive,2022-11,2022Q4
R0001208,B09GJVTRNZ,JBL Flip 6,4.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2024-04-10,1,0.5347222222222222,0.7055555555555556,Positive,2024-04,2024Q2
R0001209,B09GJVTRNZ,JBL Flip 6,4.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2024-04-08,1,0.5347222222222222,0.7055555555555556,Positive,2024-04,2024Q2
R0001210,B09GJVTRNZ,JBL Flip 6,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2023-01-02,1,0.5125,0.59375,Positive,2023-01,2023Q1
R0001211,B09GJVTRNZ,JBL Flip 6,4.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2022-04-13,1,0.4583333333333333,0.5805555555555556,Positive,2022-04,2022Q2
R0001212,B09GJVTRNZ,JBL Flip 6,4.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2022-09-30,0,0.49583333333333335,0.6208333333333333,Positive,2022-09,2022Q3
R0001213,B09GJVTRNZ,JBL Flip 6,3.0,"Decent product overall. Sound quality is average, not great but not bad. Bluetooth range is acceptable.",2023-08-13,1,0.06111111111111109,0.48055555555555557,Neutral,2023-08,2023Q3
R0001214,B09GJVTRNZ,JBL Flip 6,5.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2024-05-09,1,0.4229761904761905,0.6285714285714286,Positive,2024-05,2024Q2
R0001215,B09GJVTRNZ,JBL Flip 6,5.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2022-08-31,1,0.4583333333333333,0.5805555555555556,Positive,2022-08,2022Q3
R0001216,B09GJVTRNZ,JBL Flip 6,3.0,It is an okay speaker. Does what it says on the box. Battery life is standard. Not particularly exciting.,2023-08-29,0,0.11666666666666665,0.43333333333333335,Neutral,2023-08,2023Q3
R0001217,B09GJVTRNZ,JBL Flip 6,2.0,"Worst speaker I have bought. Connectivity issues from day one, mediocre sound, and the build feels very cheap and fragile.",2023-08-05,1,-0.11600000000000002,0.7619999999999999,Neutral,2023-08,2023Q3
R0001218,B09GJVTRNZ,JBL Flip 6,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2022-07-12,1,0.7,0.825,Positive,2022-07,2022Q3
R0001219,B09GJVTRNZ,JBL Flip 6,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2022-11-13,1,0.5125,0.59375,Positive,2022-11,2022Q4
R0001220,B09GJVTRNZ,JBL Flip 6,4.0,"Very pleased with this product. Sound is rich and full, battery performance is excellent, and it looks premium. Love it!",2022-02-08,0,0.5666666666666667,0.7166666666666667,Positive,2022-02,2022Q1
R0001221,B09GJVTRNZ,JBL Flip 6,5.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2022-08-27,1,0.5347222222222222,0.7055555555555556,Positive,2022-08,2022Q3
R0001222,B09GJVTRNZ,JBL Flip 6,3.0,The speaker works as described. Sound is adequate for the price. Nothing impressive but gets the job done.,2023-06-24,1,0.5777777777777778,0.5777777777777778,Positive,2023-06,2023Q2
R0001223,B09GJVTRNZ,JBL Flip 6,4.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2022-12-06,1,0.5347222222222222,0.7055555555555556,Positive,2022-12,2022Q4
R0001224,B09GJVTRNZ,JBL Flip 6,5.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2022-12-15,1,0.4583333333333333,0.5805555555555556,Positive,2022-12,2022Q4
R0001225,B09GJVTRNZ,JBL Flip 6,4.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2022-03-02,0,0.4229761904761905,0.6285714285714286,Positive,2022-03,2022Q1
R0001226,B09GJVTRNZ,JBL Flip 6,5.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2023-08-24,1,0.4583333333333333,0.5805555555555556,Positive,2023-08,2023Q3
R0001227,B09GJVTRNZ,JBL Flip 6,4.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2024-05-16,1,0.6000000000000001,0.818,Positive,2024-05,2024Q2
R0001228,B09GJVTRNZ,JBL Flip 6,4.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2023-01-18,1,0.6000000000000001,0.818,Positive,2023-01,2023Q1
R0001229,B09GJVTRNZ,JBL Flip 6,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2022-04-14,1,0.7,0.825,Positive,2022-04,2022Q2
R0001230,B09GJVTRNZ,JBL Flip 6,4.0,"Really happy with this purchase. Portable, lightweight, and the sound quality blows me away every time. Great value for money.",2022-11-27,1,0.6666666666666666,0.7166666666666667,Positive,2022-11,2022Q4
R0001231,B09GJVTRNZ,JBL Flip 6,5.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2024-01-20,1,0.4583333333333333,0.5805555555555556,Positive,2024-01,2024Q1
R0001232,B09GJVTRNZ,JBL Flip 6,3.0,Average product. The audio is fine for casual listening. Build quality seems reasonable. Does the job.,2023-10-27,1,-0.008333333333333318,0.5916666666666667,Neutral,2023-10,2023Q4
R0001233,B09GJVTRNZ,JBL Flip 6,3.0,"Decent product overall. Sound quality is average, not great but not bad. Bluetooth range is acceptable.",2023-12-26,1,0.06111111111111109,0.48055555555555557,Neutral,2023-12,2023Q4
R0001234,B09GJVTRNZ,JBL Flip 6,1.0,"Do not buy this. Sound quality is horrible, far below what was advertised. Feels cheap and flimsy. Waste of money.",2023-11-13,1,-0.06,0.6199999999999999,Neutral,2023-11,2023Q4
R0001235,B09GJVTRNZ,JBL Flip 6,5.0,"Fantastic speaker! Excellent sound, strong bass, clear highs, and it connects instantly. The waterproofing is a great bonus.",2022-11-11,1,0.38541666666666663,0.6666666666666666,Positive,2022-11,2022Q4
R0001236,B09GJVTRNZ,JBL Flip 6,4.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2022-07-01,0,0.4583333333333333,0.5805555555555556,Positive,2022-07,2022Q3
R0001237,B09GJVTRNZ,JBL Flip 6,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2023-02-05,0,0.7,0.825,Positive,2023-02,2023Q1
R0001238,B09GJVTRNZ,JBL Flip 6,4.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2023-09-09,1,0.4583333333333333,0.5805555555555556,Positive,2023-09,2023Q3
R0001239,B09GJVTRNZ,JBL Flip 6,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2022-08-15,0,0.7,0.825,Positive,2022-08,2022Q3
R0001240,B09GJVTRNZ,JBL Flip 6,3.0,Average product. The audio is fine for casual listening. Build quality seems reasonable. Does the job.,2022-05-25,1,-0.008333333333333318,0.5916666666666667,Neutral,2022-05,2022Q2
R0001241,B09GJVTRNZ,JBL Flip 6,5.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2022-09-01,1,0.6000000000000001,0.818,Positive,2022-09,2022Q3
R0001242,B09GJVTRNZ,JBL Flip 6,5.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2022-06-21,0,0.4229761904761905,0.6285714285714286,Positive,2022-06,2022Q2
R0001243,B09GJVTRNZ,JBL Flip 6,5.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2023-04-03,0,0.4229761904761905,0.6285714285714286,Positive,2023-04,2023Q2
R0001244,B09GJVTRNZ,JBL Flip 6,5.0,"Really happy with this purchase. Portable, lightweight, and the sound quality blows me away every time. Great value for money.",2022-08-03,1,0.6666666666666666,0.7166666666666667,Positive,2022-08,2022Q3
R0001245,B09GJVTRNZ,JBL Flip 6,5.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2022-12-25,1,0.6000000000000001,0.818,Positive,2022-12,2022Q4
R0001246,B09GJVTRNZ,JBL Flip 6,5.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2024-01-08,0,0.6000000000000001,0.818,Positive,2024-01,2024Q1
R0001247,B09GJVTRNZ,JBL Flip 6,3.0,The speaker works as described. Sound is adequate for the price. Nothing impressive but gets the job done.,2023-01-31,1,0.5777777777777778,0.5777777777777778,Positive,2023-01,2023Q1
R0001248,B09GJVTRNZ,JBL Flip 6,1.0,"Really bad experience. Speaker makes a crackling noise, battery barely lasts two hours, and the buttons stopped responding quickly.",2022-06-20,1,-0.1055555555555555,0.4222222222222222,Neutral,2022-06,2022Q2
R0001249,B09GJVTRNZ,JBL Flip 6,5.0,"Very pleased with this product. Sound is rich and full, battery performance is excellent, and it looks premium. Love it!",2023-01-23,1,0.5666666666666667,0.7166666666666667,Positive,2023-01,2023Q1
R0001250,B09GJVTRNZ,JBL Flip 6,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2023-01-20,0,0.5125,0.59375,Positive,2023-01,2023Q1
R0001251,B09GJVTRNZ,JBL Flip 6,5.0,"Very pleased with this product. Sound is rich and full, battery performance is excellent, and it looks premium. Love it!",2024-03-18,1,0.5666666666666667,0.7166666666666667,Positive,2024-03,2024Q1
R0001252,B09GJVTRNZ,JBL Flip 6,4.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2023-04-08,0,0.4583333333333333,0.5805555555555556,Positive,2023-04,2023Q2
R0001253,B09GJVTRNZ,JBL Flip 6,2.0,Very disappointed. The speaker stopped working after just three weeks. Poor build quality and not worth the money at all.,2022-10-29,0,-0.5083333333333333,0.5583333333333335,Negative,2022-10,2022Q4
R0001254,B09GJVTRNZ,JBL Flip 6,3.0,It is an okay speaker. Does what it says on the box. Battery life is standard. Not particularly exciting.,2022-09-25,0,0.11666666666666665,0.43333333333333335,Neutral,2022-09,2022Q3
R0001255,B09GJVTRNZ,JBL Flip 6,5.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2022-12-17,1,0.6000000000000001,0.818,Positive,2022-12,2022Q4
R0001256,B09GJVTRNZ,JBL Flip 6,4.0,"Fantastic speaker! Excellent sound, strong bass, clear highs, and it connects instantly. The waterproofing is a great bonus.",2022-06-14,0,0.38541666666666663,0.6666666666666666,Positive,2022-06,2022Q2
R0001257,B09GJVTRNZ,JBL Flip 6,3.0,The speaker performs as expected for this price range. Nothing special but no major complaints either.,2022-04-06,1,0.07529761904761904,0.4904761904761905,Neutral,2022-04,2022Q2
R0001258,B09GJVTRNZ,JBL Flip 6,4.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2023-09-21,1,0.7,0.825,Positive,2023-09,2023Q3
R0001259,B09GJVTRNZ,JBL Flip 6,2.0,Very disappointed. The speaker stopped working after just three weeks. Poor build quality and not worth the money at all.,2023-03-18,1,-0.5083333333333333,0.5583333333333335,Negative,2023-03,2023Q1
R0001260,B09GJVTRNZ,JBL Flip 6,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2023-03-21,1,0.7,0.825,Positive,2023-03,2023Q1
R0001261,B09GJVTRNZ,JBL Flip 6,4.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2022-04-14,1,0.5347222222222222,0.7055555555555556,Positive,2022-04,2022Q2
R0001262,B09GJVTRNZ,JBL Flip 6,5.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2022-07-14,1,0.49583333333333335,0.6208333333333333,Positive,2022-07,2022Q3
R0001263,B09GJVTRNZ,JBL Flip 6,4.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2024-01-10,1,0.5125,0.59375,Positive,2024-01,2024Q1
R0001264,B09GJVTRNZ,JBL Flip 6,4.0,"Really happy with this purchase. Portable, lightweight, and the sound quality blows me away every time. Great value for money.",2022-11-01,1,0.6666666666666666,0.7166666666666667,Positive,2022-11,2022Q4
R0001265,B09GJVTRNZ,JBL Flip 6,1.0,Terrible product. The Bluetooth drops constantly and the sound is tinny with no bass. I regret this purchase completely.,2022-02-20,1,-0.08499999999999999,0.5266666666666666,Neutral,2022-02,2022Q1
R0001266,B09GJVTRNZ,JBL Flip 6,2.0,Huge disappointment. The advertised 12-hour battery barely lasts four hours. Sound distorts at medium volume. Very poor quality.,2022-06-07,0,-0.054000000000000006,0.516,Neutral,2022-06,2022Q2
R0001267,B09GJVTRNZ,JBL Flip 6,4.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2022-01-04,1,0.4229761904761905,0.6285714285714286,Positive,2022-01,2022Q1
R0001268,B09GJVTRNZ,JBL Flip 6,4.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2022-10-29,1,0.6000000000000001,0.818,Positive,2022-10,2022Q4
R0001269,B09GJVTRNZ,JBL Flip 6,5.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2022-04-10,0,0.49583333333333335,0.6208333333333333,Positive,2022-04,2022Q2
R0001270,B09GJVTRNZ,JBL Flip 6,4.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2022-06-24,1,0.49583333333333335,0.6208333333333333,Positive,2022-06,2022Q2
R0001271,B09GJVTRNZ,JBL Flip 6,5.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2023-04-30,0,0.6000000000000001,0.818,Positive,2023-04,2023Q2
R0001272,B09GJVTRNZ,JBL Flip 6,5.0,"Really happy with this purchase. Portable, lightweight, and the sound quality blows me away every time. Great value for money.",2024-03-14,1,0.6666666666666666,0.7166666666666667,Positive,2024-03,2024Q1
R0001273,B09GJVTRNZ,JBL Flip 6,5.0,"Very pleased with this product. Sound is rich and full, battery performance is excellent, and it looks premium. Love it!",2023-05-16,1,0.5666666666666667,0.7166666666666667,Positive,2023-05,2023Q2
R0001274,B09GJVTRNZ,JBL Flip 6,1.0,Terrible product. The Bluetooth drops constantly and the sound is tinny with no bass. I regret this purchase completely.,2023-10-20,1,-0.08499999999999999,0.5266666666666666,Neutral,2023-10,2023Q4
R0001275,B09GJVTRNZ,JBL Flip 6,4.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2023-01-15,1,0.4583333333333333,0.5805555555555556,Positive,2023-01,2023Q1
R0001276,B09GJVTRNZ,JBL Flip 6,2.0,"Worst speaker I have bought. Connectivity issues from day one, mediocre sound, and the build feels very cheap and fragile.",2022-07-11,1,-0.11600000000000002,0.7619999999999999,Neutral,2022-07,2022Q3
R0001277,B09GJVTRNZ,JBL Flip 6,4.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2022-09-27,1,0.5347222222222222,0.7055555555555556,Positive,2022-09,2022Q3
R0001278,B09GJVTRNZ,JBL Flip 6,5.0,"Very pleased with this product. Sound is rich and full, battery performance is excellent, and it looks premium. Love it!",2022-09-27,1,0.5666666666666667,0.7166666666666667,Positive,2022-09,2022Q3
R0001279,B09GJVTRNZ,JBL Flip 6,3.0,It is an okay speaker. Does what it says on the box. Battery life is standard. Not particularly exciting.,2023-08-01,0,0.11666666666666665,0.43333333333333335,Neutral,2023-08,2023Q3
R0001280,B09GJVTRNZ,JBL Flip 6,4.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2024-02-10,0,0.4583333333333333,0.5805555555555556,Positive,2024-02,2024Q1
R0001281,B09GJVTRNZ,JBL Flip 6,5.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2023-11-16,1,0.6000000000000001,0.818,Positive,2023-11,2023Q4
R0001282,B09GJVTRNZ,JBL Flip 6,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2023-02-28,1,0.5125,0.59375,Positive,2023-02,2023Q1
R0001283,B09GJVTRNZ,JBL Flip 6,4.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2022-03-04,1,0.5125,0.59375,Positive,2022-03,2022Q1
R0001284,B09GJVTRNZ,JBL Flip 6,1.0,"Really bad experience. Speaker makes a crackling noise, battery barely lasts two hours, and the buttons stopped responding quickly.",2023-07-03,1,-0.1055555555555555,0.4222222222222222,Neutral,2023-07,2023Q3
R0001285,B09GJVTRNZ,JBL Flip 6,4.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2022-08-30,1,0.7,0.825,Positive,2022-08,2022Q3
R0001286,B09GJVTRNZ,JBL Flip 6,4.0,"Really happy with this purchase. Portable, lightweight, and the sound quality blows me away every time. Great value for money.",2022-03-22,1,0.6666666666666666,0.7166666666666667,Positive,2022-03,2022Q1
R0001287,B09GJVTRNZ,JBL Flip 6,2.0,Very disappointed. The speaker stopped working after just three weeks. Poor build quality and not worth the money at all.,2023-05-30,1,-0.5083333333333333,0.5583333333333335,Negative,2023-05,2023Q2
R0001288,B09GJVTRNZ,JBL Flip 6,4.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2024-02-15,1,0.6000000000000001,0.818,Positive,2024-02,2024Q1
R0001289,B09GJVTRNZ,JBL Flip 6,1.0,Returned immediately. The battery drains in two hours and the charging cable broke on first use. Absolutely awful quality.,2022-06-21,1,-0.375,0.6666666666666666,Negative,2022-06,2022Q2
R0001290,B09GJVTRNZ,JBL Flip 6,2.0,"Do not buy this. Sound quality is horrible, far below what was advertised. Feels cheap and flimsy. Waste of money.",2022-05-10,0,-0.06,0.6199999999999999,Neutral,2022-05,2022Q2
R0001291,B09GJVTRNZ,JBL Flip 6,4.0,"Fantastic speaker! Excellent sound, strong bass, clear highs, and it connects instantly. The waterproofing is a great bonus.",2022-03-22,1,0.38541666666666663,0.6666666666666666,Positive,2022-03,2022Q1
R0001292,B09GJVTRNZ,JBL Flip 6,3.0,"Decent product overall. Sound quality is average, not great but not bad. Bluetooth range is acceptable.",2024-04-22,1,0.06111111111111109,0.48055555555555557,Neutral,2024-04,2024Q2
R0001293,B09GJVTRNZ,JBL Flip 6,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2022-09-22,1,0.7,0.825,Positive,2022-09,2022Q3
R0001294,B09GJVTRNZ,JBL Flip 6,5.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2022-03-31,1,0.6000000000000001,0.818,Positive,2022-03,2022Q1
R0001295,B09GJVTRNZ,JBL Flip 6,5.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2023-02-11,1,0.5125,0.59375,Positive,2023-02,2023Q1
R0001296,B09GJVTRNZ,JBL Flip 6,3.0,It is an okay speaker. Does what it says on the box. Battery life is standard. Not particularly exciting.,2023-06-17,1,0.11666666666666665,0.43333333333333335,Neutral,2023-06,2023Q2
R0001297,B09GJVTRNZ,JBL Flip 6,3.0,The speaker works as described. Sound is adequate for the price. Nothing impressive but gets the job done.,2024-03-16,1,0.5777777777777778,0.5777777777777778,Positive,2024-03,2024Q1
R0001298,B09GJVTRNZ,JBL Flip 6,2.0,Terrible product. The Bluetooth drops constantly and the sound is tinny with no bass. I regret this purchase completely.,2023-03-01,1,-0.08499999999999999,0.5266666666666666,Neutral,2023-03,2023Q1
R0001299,B09GJVTRNZ,JBL Flip 6,5.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2023-08-04,0,0.4583333333333333,0.5805555555555556,Positive,2023-08,2023Q3
R0001300,B09GJVTRNZ,JBL Flip 6,5.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2023-07-31,0,0.6000000000000001,0.818,Positive,2023-07,2023Q3
R0001301,B09GJVTRNZ,JBL Flip 6,1.0,Broke after a month of normal use. Customer service was unhelpful. Extremely disappointed and would not recommend to anyone.,2024-06-07,1,-0.3,0.7,Negative,2024-06,2024Q2
R0001302,B09GJVTRNZ,JBL Flip 6,5.0,"Fantastic speaker! Excellent sound, strong bass, clear highs, and it connects instantly. The waterproofing is a great bonus.",2022-09-28,1,0.38541666666666663,0.6666666666666666,Positive,2022-09,2022Q3
R0001303,B09GJVTRNZ,JBL Flip 6,2.0,Huge disappointment. The advertised 12-hour battery barely lasts four hours. Sound distorts at medium volume. Very poor quality.,2023-08-09,1,-0.054000000000000006,0.516,Neutral,2023-08,2023Q3
R0001304,B09GJVTRNZ,JBL Flip 6,4.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2022-06-26,1,0.5347222222222222,0.7055555555555556,Positive,2022-06,2022Q2
R0001305,B09GJVTRNZ,JBL Flip 6,5.0,"Fantastic speaker! Excellent sound, strong bass, clear highs, and it connects instantly. The waterproofing is a great bonus.",2022-05-28,1,0.38541666666666663,0.6666666666666666,Positive,2022-05,2022Q2
R0001306,B09GJVTRNZ,JBL Flip 6,5.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2023-02-10,1,0.5347222222222222,0.7055555555555556,Positive,2023-02,2023Q1
R0001307,B09GJVTRNZ,JBL Flip 6,5.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2022-02-20,1,0.49583333333333335,0.6208333333333333,Positive,2022-02,2022Q1
R0001308,B09GJVTRNZ,JBL Flip 6,5.0,"Really happy with this purchase. Portable, lightweight, and the sound quality blows me away every time. Great value for money.",2023-01-17,0,0.6666666666666666,0.7166666666666667,Positive,2023-01,2023Q1
R0001309,B09GJVTRNZ,JBL Flip 6,4.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2024-04-17,1,0.4229761904761905,0.6285714285714286,Positive,2024-04,2024Q2
R0001310,B09GJVTRNZ,JBL Flip 6,5.0,"Really happy with this purchase. Portable, lightweight, and the sound quality blows me away every time. Great value for money.",2022-10-15,1,0.6666666666666666,0.7166666666666667,Positive,2022-10,2022Q4
R0001311,B09GJVTRNZ,JBL Flip 6,2.0,Terrible product. The Bluetooth drops constantly and the sound is tinny with no bass. I regret this purchase completely.,2024-06-08,1,-0.08499999999999999,0.5266666666666666,Neutral,2024-06,2024Q2
R0001312,B09GJVTRNZ,JBL Flip 6,5.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2022-11-04,1,0.4583333333333333,0.5805555555555556,Positive,2022-11,2022Q4
R0001313,B09GJVTRNZ,JBL Flip 6,4.0,Superb audio quality and very easy to set up. The design is sleek and modern. I use it every single day without any issues.,2022-10-03,1,0.4229761904761905,0.6285714285714286,Positive,2022-10,2022Q4
R0001314,B09GJVTRNZ,JBL Flip 6,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2023-10-24,0,0.7,0.825,Positive,2023-10,2023Q4
R0001315,B09GJVTRNZ,JBL Flip 6,4.0,"Outstanding product for the price. The Bluetooth connectivity is seamless, battery life is impressive, and the sound is warm and rich.",2023-03-29,1,0.49583333333333335,0.6208333333333333,Positive,2023-03,2023Q1
R0001316,B09GJVTRNZ,JBL Flip 6,5.0,"Fantastic speaker! Excellent sound, strong bass, clear highs, and it connects instantly. The waterproofing is a great bonus.",2024-01-29,1,0.38541666666666663,0.6666666666666666,Positive,2024-01,2024Q1
R0001317,B09GJVTRNZ,JBL Flip 6,4.0,"This speaker exceeded my expectations. Beautiful design, outstanding sound clarity, and the battery lasts all day. Worth every penny.",2024-06-07,1,0.5125,0.59375,Positive,2024-06,2024Q2
R0001318,B09GJVTRNZ,JBL Flip 6,5.0,Absolutely love this speaker! The sound quality is incredible and the bass is perfect. Easy to connect and the battery lasts forever.,2023-06-12,1,0.5347222222222222,0.7055555555555556,Positive,2023-06,2023Q2
R0001319,B09GJVTRNZ,JBL Flip 6,2.0,Terrible product. The Bluetooth drops constantly and the sound is tinny with no bass. I regret this purchase completely.,2022-11-15,1,-0.08499999999999999,0.5266666666666666,Neutral,2022-11,2022Q4
R0001320,B09GJVTRNZ,JBL Flip 6,2.0,Returned immediately. The battery drains in two hours and the charging cable broke on first use. Absolutely awful quality.,2024-03-10,0,-0.375,0.6666666666666666,Negative,2024-03,2024Q1
R0001321,B09GJVTRNZ,JBL Flip 6,4.0,"Best speaker I have ever owned. Crystal clear sound, excellent bass, and the waterproof feature is a huge plus for outdoor use.",2022-07-17,1,0.4583333333333333,0.5805555555555556,Positive,2022-07,2022Q3
R0001322,B09GJVTRNZ,JBL Flip 6,3.0,The speaker works as described. Sound is adequate for the price. Nothing impressive but gets the job done.,2022-09-13,0,0.5777777777777778,0.5777777777777778,Positive,2022-09,2022Q3
R0001323,B09GJVTRNZ,JBL Flip 6,5.0,"Very pleased with this product. Sound is rich and full, battery performance is excellent, and it looks premium. Love it!",2022-02-21,1,0.5666666666666667,0.7166666666666667,Positive,2022-02,2022Q1
R0001324,B09GJVTRNZ,JBL Flip 6,3.0,"Decent product overall. Sound quality is average, not great but not bad. Bluetooth range is acceptable.",2022-10-08,1,0.06111111111111109,0.48055555555555557,Neutral,2022-10,2022Q4
R0001325,B09GJVTRNZ,JBL Flip 6,5.0,"Very pleased with this product. Sound is rich and full, battery performance is excellent, and it looks premium. Love it!",2023-06-02,1,0.5666666666666667,0.7166666666666667,Positive,2023-06,2023Q2
R0001326,B09GJVTRNZ,JBL Flip 6,4.0,"Amazing product, really impressed with the audio performance. Great build quality and it looks fantastic. Highly recommend!",2023-11-29,0,0.6000000000000001,0.818,Positive,2023-11,2023Q4
R0001327,B09GJVTRNZ,JBL Flip 6,3.0,"Decent product overall. Sound quality is average, not great but not bad. Bluetooth range is acceptable.",2023-01-17,1,0.06111111111111109,0.48055555555555557,Neutral,2023-01,2023Q1
R0001328,B09GJVTRNZ,JBL Flip 6,5.0,"Incredible value. Sound quality is superb, setup was effortless, and it handles outdoor conditions well. Highly satisfied.",2023-04-02,1,0.7,0.825,Positive,2023-04,2023Q2
